ID,AGE,JOB,MARITAL,EDUCATION,
12372,58,entrepreneur,married,primary,
12373,43,blue-collar,divorced,primary,
12374,60,housemaid,married,unknown,
12375,57,entrepreneur,married,tertiary,
12376,37,management,married,tertiary,
12377,38,self-employed,divorced,secondary,
12378,28,blue-collar,single,tertiary,
12379,44,technician,divorced,tertiary,
12380,46,admin.,married,primary,
12381,31,management,single,tertiary,
12382,45,self-employed,married,secondary,
12383,50,technician,married,secondary,
12384,38,housemaid,married,primary,
12385,49,blue-collar,married,primary,
12386,30,blue-collar,married,secondary,
12387,30,student,single,unknown,
12388,51,management,married,tertiary,
12389,41,management,married,tertiary,
12390,52,retired,married,unknown,
12391,59,retired,married,secondary,
12392,38,services,divorced,secondary,
12393,52,services,married,secondary,
12394,37,self-employed,single,tertiary,
12395,49,blue-collar,married,primary,
12396,48,management,married,primary,
12397,35,blue-collar,married,secondary,
12398,59,retired,divorced,primary,
12399,54,housemaid,married,secondary,
12400,53,management,married,unknown,
12401,54,housemaid,single,unknown,
12402,30,blue-collar,single,secondary,
12403,53,technician,married,primary,
12404,57,entrepreneur,married,tertiary,
12405,51,housemaid,married,primary,
12406,49,entrepreneur,divorced,secondary,
12407,49,technician,single,secondary,
12408,53,retired,married,secondary,
12409,45,technician,married,tertiary,
12410,37,blue-collar,married,secondary,
12411,37,self-employed,divorced,tertiary,
12412,35,blue-collar,single,secondary,
12413,41,management,married,tertiary,
12414,35,management,single,tertiary,
12415,54,blue-collar,divorced,secondary,
12416,40,student,single,secondary,
12417,47,admin.,divorced,secondary,
12418,40,admin.,married,secondary,
12419,57,retired,married,secondary,
12420,37,blue-collar,married,secondary,
12421,57,housemaid,married,primary,
12422,29,blue-collar,married,secondary,
12423,35,blue-collar,divorced,primary,
12424,39,technician,married,secondary,
12425,55,entrepreneur,divorced,tertiary,
12426,49,admin.,married,secondary,
12427,23,technician,single,secondary,
12428,41,blue-collar,married,primary,
12429,58,retired,married,secondary,
12430,53,management,married,tertiary,
12431,35,admin.,married,secondary,
12432,36,management,married,tertiary,
12433,46,unknown,married,unknown,
12434,36,self-employed,married,tertiary,
12435,32,entrepreneur,married,secondary,
12436,40,housemaid,divorced,primary,
12437,52,technician,married,secondary,
12438,48,services,divorced,primary,
12439,53,housemaid,married,primary,
12440,36,services,married,secondary,
12441,47,unknown,married,unknown,
12442,37,blue-collar,married,secondary,
12443,45,admin.,divorced,secondary,
12444,47,management,divorced,tertiary,
12445,45,services,married,secondary,
12446,33,blue-collar,married,secondary,
12447,50,blue-collar,married,secondary,
12448,40,retired,married,secondary,
12449,58,management,single,unknown,
12450,57,technician,divorced,secondary,
12451,38,blue-collar,single,secondary,
12452,48,admin.,divorced,secondary,
12453,37,self-employed,divorced,secondary,
12454,43,management,divorced,secondary,
12455,37,self-employed,married,tertiary,
12456,36,blue-collar,married,primary,
12457,60,management,married,secondary,
12458,39,services,single,secondary,
12459,25,technician,single,secondary,
12460,53,retired,divorced,secondary,
12461,45,blue-collar,married,secondary,
12462,52,management,divorced,tertiary,
12463,37,blue-collar,married,primary,
12464,60,retired,married,secondary,
12465,52,housemaid,single,tertiary,
12466,48,blue-collar,single,primary,
12467,44,technician,divorced,secondary,
12468,36,admin.,married,secondary,
12469,39,blue-collar,married,primary,
12470,58,retired,married,secondary,
12471,46,housemaid,married,primary,
12472,45,admin.,divorced,primary,
12473,60,technician,married,secondary,
12474,49,services,married,secondary,
12475,60,retired,married,secondary,
12476,57,unknown,married,secondary,
12477,45,technician,married,secondary,
12478,44,blue-collar,married,unknown,
12479,28,admin.,single,secondary,
12480,49,management,single,tertiary,
12481,50,unknown,married,primary,
12482,33,management,married,tertiary,
12483,28,blue-collar,married,secondary,
12484,27,technician,single,tertiary,
12485,56,unemployed,married,secondary,
12486,37,services,married,secondary,
12487,35,blue-collar,single,primary,
12488,49,admin.,single,secondary,
12489,38,blue-collar,married,secondary,
12490,39,technician,married,secondary,
12491,51,blue-collar,married,secondary,
12492,46,entrepreneur,single,tertiary,
12493,60,blue-collar,divorced,primary,
12494,39,blue-collar,married,secondary,
12495,44,services,married,secondary,
12496,32,blue-collar,single,primary,
12497,36,blue-collar,married,primary,
12498,37,blue-collar,married,secondary,
12499,39,self-employed,married,tertiary,
12500,37,management,single,tertiary,
12501,27,technician,single,tertiary,
12502,47,housemaid,married,primary,
12503,59,unknown,single,secondary,
12504,27,blue-collar,married,secondary,
12505,58,blue-collar,married,primary,
12506,39,technician,single,secondary,
12507,36,self-employed,married,secondary,
12508,41,self-employed,married,primary,
12509,58,unknown,single,secondary,
12510,40,entrepreneur,married,tertiary,
12511,52,housemaid,married,primary,
12512,60,management,married,primary,
12513,31,services,married,secondary,
12514,54,self-employed,divorced,tertiary,
12515,39,admin.,divorced,secondary,
12516,53,retired,married,primary,
12517,35,blue-collar,single,secondary,
12518,36,technician,married,secondary,
12519,40,admin.,married,secondary,
12520,42,management,divorced,tertiary,
12521,51,retired,divorced,tertiary,
12522,32,admin.,married,secondary,
12523,42,blue-collar,married,primary,
12524,59,blue-collar,married,secondary,
12525,44,self-employed,married,tertiary,
12526,35,services,married,secondary,
12527,55,blue-collar,married,unknown,
12528,35,admin.,single,tertiary,
12529,40,admin.,married,secondary,
12530,48,entrepreneur,married,secondary,
12531,42,blue-collar,married,secondary,
12532,39,entrepreneur,married,secondary,
12533,37,housemaid,single,secondary,
12534,28,blue-collar,married,secondary,
12535,46,services,married,secondary,
12536,41,services,single,secondary,
12537,35,technician,married,tertiary,
12538,39,blue-collar,single,secondary,
12539,34,blue-collar,married,secondary,
12540,39,technician,single,unknown,
12541,48,management,married,tertiary,
12542,37,self-employed,married,secondary,
12543,52,unknown,married,primary,
12544,37,blue-collar,married,secondary,
12545,38,technician,single,secondary,
12546,36,student,married,primary,
12547,39,management,married,tertiary,
12548,35,blue-collar,single,primary,
12549,41,technician,married,secondary,
12550,50,management,married,tertiary,
12551,36,services,divorced,secondary,
12552,54,admin.,divorced,primary,
12553,38,admin.,married,secondary,
12554,38,technician,married,secondary,
12555,53,retired,divorced,primary,
12556,38,admin.,married,secondary,
12557,47,unemployed,married,secondary,
12558,56,technician,married,secondary,
12559,40,blue-collar,married,primary,
12560,57,technician,married,secondary,
12561,45,unemployed,married,secondary,
12562,51,retired,married,primary,
12563,45,services,married,primary,
12564,42,technician,married,secondary,
12565,42,management,married,primary,
12566,59,housemaid,married,secondary,
12567,43,services,married,secondary,
12568,57,services,married,secondary,
12569,53,unknown,married,secondary,
12570,36,blue-collar,married,unknown,
12571,46,blue-collar,married,primary,
12572,47,retired,married,secondary,
12573,44,entrepreneur,married,tertiary,
12574,45,technician,married,tertiary,
12575,44,blue-collar,married,primary,
12576,37,blue-collar,married,primary,
12577,59,housemaid,married,primary,
12578,58,housemaid,married,tertiary,
12579,48,management,married,primary,
12580,42,management,married,primary,
12581,58,housemaid,married,primary,
12582,37,unemployed,single,primary,
12583,35,technician,married,tertiary,
12584,44,admin.,married,secondary,
12585,35,management,married,tertiary,
12586,58,housemaid,married,primary,
12587,41,admin.,married,secondary,
12588,47,management,married,unknown,
12589,35,self-employed,married,secondary,
12590,46,housemaid,married,primary,
12591,58,management,divorced,tertiary,
12592,34,housemaid,married,tertiary,
12593,45,retired,divorced,primary,
12594,49,management,divorced,primary,
12595,37,blue-collar,single,primary,
12596,51,self-employed,married,tertiary,
12597,59,retired,married,unknown,
12598,51,services,married,secondary,
12599,46,housemaid,divorced,secondary,
12600,25,services,married,secondary,
12601,38,services,married,secondary,
12602,39,blue-collar,single,primary,
12603,37,admin.,married,secondary,
12604,45,blue-collar,single,primary,
12605,40,blue-collar,single,primary,
12606,39,management,married,tertiary,
12607,40,services,married,secondary,
12608,54,housemaid,divorced,primary,
12609,35,admin.,married,secondary,
12610,49,management,divorced,secondary,
12611,41,management,married,secondary,
12612,56,technician,single,tertiary,
12613,39,management,married,primary,
12614,41,blue-collar,married,primary,
12615,37,blue-collar,married,primary,
12616,52,housemaid,divorced,primary,
12617,36,technician,married,secondary,
12618,56,admin.,married,secondary,
12619,58,entrepreneur,married,tertiary,
12620,38,technician,married,secondary,
12621,53,management,divorced,primary,
12622,44,management,married,tertiary,
12623,53,retired,single,primary,
12624,54,management,married,tertiary,
12625,39,blue-collar,married,tertiary,
12626,30,management,single,tertiary,
12627,47,blue-collar,married,primary,
12628,39,housemaid,married,secondary,
12629,35,housemaid,married,secondary,
12630,41,housemaid,married,primary,
12631,58,retired,married,secondary,
12632,39,unemployed,married,primary,
12633,36,management,divorced,tertiary,
12634,57,housemaid,married,primary,
12635,50,services,married,secondary,
12636,47,management,married,unknown,
12637,38,blue-collar,married,secondary,
12638,50,housemaid,married,secondary,
12639,44,technician,married,secondary,
12640,57,unemployed,married,primary,
12641,56,blue-collar,married,primary,
12642,38,management,single,secondary,
12643,57,blue-collar,married,primary,
12644,53,technician,divorced,secondary,
12645,42,self-employed,married,secondary,
12646,38,blue-collar,married,primary,
12647,50,retired,single,primary,
12648,49,retired,single,primary,
12649,39,blue-collar,married,secondary,
12650,49,services,married,secondary,
12651,31,management,single,tertiary,
12652,48,management,divorced,secondary,
12653,47,technician,married,tertiary,
12654,56,management,married,secondary,
12655,39,blue-collar,divorced,secondary,
12656,55,management,married,secondary,
12657,39,self-employed,married,secondary,
12658,36,management,married,primary,
12659,38,blue-collar,single,unknown,
12660,45,housemaid,married,primary,
12661,43,management,single,tertiary,
12662,47,technician,single,secondary,
12663,59,retired,married,secondary,
12664,60,management,married,unknown,
12665,45,retired,single,tertiary,
12666,39,blue-collar,married,primary,
12667,36,services,married,primary,
12668,47,technician,married,secondary,
12669,57,technician,divorced,secondary,
12670,43,technician,single,secondary,
12671,49,blue-collar,married,primary,
12672,58,self-employed,divorced,tertiary,
12673,59,retired,divorced,tertiary,
12674,45,technician,married,primary,
12675,54,entrepreneur,married,secondary,
12676,60,housemaid,divorced,primary,
12677,38,technician,married,secondary,
12678,45,blue-collar,married,secondary,
12679,51,admin.,married,unknown,
12680,55,technician,single,unknown,
12681,53,management,married,primary,
