ID,DEFAULT,BALANCE,HOUSING,LOAN,
9048,no,-384,yes,no,
9049,no,3875,yes,no,
9050,no,1004,yes,yes,
9051,no,-71,no,no,
9052,no,33,yes,yes,
9053,no,2904,yes,no,
9054,no,271,yes,no,
9055,no,-507,yes,no,
9056,no,1411,yes,no,
9057,no,3773,yes,no,
9058,no,1954,yes,yes,
9059,no,244,yes,no,
9060,no,216,yes,no,
9061,yes,-627,yes,yes,
9062,no,619,yes,yes,
9063,no,2564,yes,no,
9064,no,-8,yes,no,
9065,no,505,yes,yes,
9066,no,-43,yes,yes,
9067,no,1057,yes,no,
9068,no,-139,yes,yes,
9069,no,13,yes,no,
9070,no,90,yes,no,
9071,no,203,yes,no,
9072,no,-383,yes,no,
9073,no,-676,yes,yes,
9074,no,1698,yes,no,
9075,no,-269,yes,no,
9076,no,2124,yes,no,
9077,no,4793,no,no,
9078,no,33,yes,no,
9079,no,21,yes,no,
9080,no,119,yes,no,
9081,no,0,no,no,
9082,no,315,yes,no,
9083,no,-395,yes,no,
9084,no,223,yes,no,
9085,no,145,yes,no,
9086,no,333,yes,no,
9087,no,3170,yes,no,
9088,no,-847,yes,no,
9089,no,68,yes,no,
9090,no,-704,yes,no,
9091,no,388,yes,yes,
9092,no,270,yes,no,
9093,no,-241,yes,yes,
9094,no,56,yes,yes,
9095,no,411,yes,no,
9096,no,-585,yes,yes,
9097,no,1534,yes,no,
9098,no,-143,yes,yes,
9099,no,68,yes,yes,
9100,no,936,yes,no,
9101,no,13,yes,no,
9102,no,-88,yes,no,
9103,no,21,yes,no,
9104,no,-288,yes,no,
9105,yes,87,yes,no,
9106,no,274,yes,no,
9107,no,357,yes,no,
9108,no,-337,yes,no,
9109,yes,-455,no,no,
9110,no,258,yes,no,
9111,no,474,yes,no,
9112,no,66,no,no,
9113,no,74,yes,no,
9114,no,2354,no,yes,
9115,no,-28,yes,no,
9116,no,0,yes,no,
9117,no,1196,yes,no,
9118,no,486,yes,no,
9119,no,-76,yes,no,
9120,no,-370,yes,no,
9121,no,290,yes,no,
9122,no,116,yes,no,
9123,no,915,yes,no,
9124,no,0,yes,no,
9125,no,-407,yes,no,
9126,no,-214,yes,no,
9127,no,715,yes,no,
9128,no,-302,yes,yes,
9129,no,88,yes,no,
9130,no,737,yes,no,
9131,no,1547,yes,yes,
9132,no,975,yes,no,
9133,no,6,yes,no,
9134,no,459,yes,no,
9135,no,723,yes,no,
9136,no,1230,yes,no,
9137,no,0,no,no,
9138,no,700,yes,no,
9139,no,22,yes,no,
9140,no,479,yes,no,
9141,no,776,yes,no,
9142,no,1575,yes,no,
9143,no,592,yes,yes,
9144,no,3052,yes,no,
9145,yes,-56,yes,no,
9146,no,-159,yes,no,
9147,no,1135,yes,no,
9148,no,2984,yes,no,
9149,no,-98,yes,no,
9150,no,1304,yes,no,
9151,no,684,yes,no,
9152,no,-999,yes,no,
9153,no,1196,no,no,
9154,no,-353,yes,yes,
9155,no,1626,yes,yes,
9156,no,33,yes,no,
9157,no,-118,yes,yes,
9158,no,1539,yes,yes,
9159,no,-438,yes,no,
9160,no,108,yes,no,
9161,no,0,no,no,
9162,no,3052,yes,yes,
9163,no,0,yes,no,
9164,no,-825,no,no,
9165,no,1000,yes,yes,
9166,no,-120,yes,no,
9167,no,124,no,no,
9168,no,-512,yes,yes,
9169,no,212,no,no,
9170,no,3257,yes,no,
9171,no,-437,yes,yes,
9172,no,-549,yes,yes,
9173,no,-213,yes,yes,
9174,no,-429,yes,yes,
9175,no,2001,yes,no,
9176,no,1391,yes,no,
9177,no,-1042,yes,no,
9178,no,16957,yes,no,
9179,no,348,yes,no,
9180,no,-317,yes,no,
9181,no,1715,yes,yes,
9182,no,-154,yes,no,
9183,no,-274,yes,yes,
9184,no,-267,yes,no,
9185,no,836,yes,no,
9186,no,1160,yes,no,
9187,no,-230,yes,yes,
9188,no,220,yes,no,
9189,no,-37,yes,no,
9190,no,1043,yes,no,
9191,no,763,yes,no,
9192,no,49,no,yes,
9193,no,0,no,no,
9194,no,633,yes,no,
9195,no,-76,yes,no,
9196,no,-616,yes,yes,
9197,no,1359,yes,no,
9198,no,234,yes,no,
9199,no,-611,yes,no,
9200,no,-363,yes,yes,
9201,no,-333,yes,no,
9202,yes,-275,yes,yes,
9203,no,863,yes,yes,
9204,no,839,yes,no,
9205,no,1555,yes,no,
9206,no,284,yes,no,
9207,no,-165,yes,yes,
9208,no,941,yes,no,
9209,no,223,yes,yes,
9210,no,1285,yes,no,
9211,no,246,yes,no,
9212,no,891,yes,no,
9213,no,-100,yes,no,
9214,no,6,yes,yes,
9215,no,93,no,yes,
9216,yes,-683,yes,yes,
9217,no,-220,yes,no,
9218,no,13,yes,yes,
9219,no,1383,yes,no,
9220,no,0,yes,no,
9221,no,-329,yes,no,
9222,no,1141,yes,no,
9223,no,204,yes,no,
9224,no,38,yes,no,
9225,no,22,yes,yes,
9226,no,154,yes,no,
9227,no,97,yes,no,
9228,no,0,no,no,
9229,no,1222,no,no,
9230,no,-666,yes,no,
9231,no,-37,yes,no,
9232,no,0,yes,no,
9233,no,0,yes,yes,
9234,no,0,yes,no,
9235,no,156,yes,no,
9236,no,445,yes,no,
9237,no,-718,yes,yes,
9238,no,3635,yes,no,
9239,no,1944,yes,no,
9240,no,316,yes,yes,
9241,no,949,yes,no,
9242,no,259,yes,no,
9243,no,452,yes,no,
9244,no,-199,yes,no,
9245,no,781,yes,no,
9246,no,279,yes,no,
9247,no,-479,yes,no,
9248,no,84,yes,no,
9249,no,1126,yes,no,
9250,no,4063,yes,no,
9251,no,1553,yes,no,
9252,no,68,yes,no,
9253,no,153,yes,no,
9254,no,843,yes,no,
9255,no,-325,yes,yes,
9256,no,0,yes,yes,
9257,no,218,yes,no,
9258,no,-326,yes,no,
9259,no,-229,yes,no,
9260,no,351,yes,no,
9261,no,-360,yes,no,
9262,no,-203,yes,no,
9263,no,-239,yes,no,
9264,no,768,yes,yes,
9265,no,13186,yes,no,
9266,no,6429,yes,yes,
9267,no,22867,yes,no,
9268,no,0,yes,no,
9269,no,-93,yes,no,
9270,no,7832,yes,no,
9271,no,-735,yes,no,
9272,no,-133,yes,no,
9273,no,818,yes,yes,
9274,no,844,no,yes,
9275,no,28,yes,no,
9276,no,79,yes,no,
9277,no,369,yes,yes,
9278,no,5891,yes,no,
9279,no,78,yes,no,
9280,no,186,yes,no,
9281,no,-311,yes,no,
9282,no,10436,no,no,
9283,no,411,yes,yes,
9284,no,68,yes,no,
9285,no,133,yes,no,
9286,no,-173,yes,no,
9287,no,51,yes,yes,
9288,no,132,yes,no,
9289,no,-804,yes,yes,
9290,no,-562,yes,no,
9291,no,-274,yes,no,
9292,no,0,yes,no,
9293,no,254,yes,no,
9294,no,-477,yes,yes,
9295,no,175,yes,no,
9296,no,26,yes,no,
9297,no,49,yes,no,
9298,no,-202,no,no,
9299,no,6164,yes,no,
9300,no,-330,yes,no,
9301,no,-397,yes,no,
9302,no,750,yes,no,
9303,no,725,yes,yes,
9304,no,-1725,yes,no,
9305,no,180,yes,yes,
9306,no,-190,yes,no,
9307,no,-96,yes,no,
9308,no,554,yes,no,
9309,no,-295,yes,yes,
9310,no,913,yes,no,
9311,no,3037,yes,no,
9312,no,9713,yes,no,
9313,no,1410,yes,no,
9314,no,428,yes,yes,
9315,no,542,yes,yes,
9316,no,-254,yes,yes,
9317,no,1653,yes,yes,
9318,no,-27,yes,no,
9319,no,712,yes,no,
9320,no,3723,yes,no,
9321,yes,-684,yes,no,
9322,no,557,yes,yes,
9323,no,795,yes,no,
9324,no,-78,yes,no,
9325,no,902,yes,no,
9326,no,2344,yes,no,
9327,no,844,yes,no,
9328,no,0,yes,no,
9329,no,544,yes,no,
9330,no,111,yes,yes,
9331,no,-1547,yes,yes,
9332,no,-349,yes,no,
9333,no,261,yes,no,
9334,no,1379,yes,no,
9335,no,-342,yes,no,
9336,no,0,yes,no,
9337,yes,6,yes,yes,
9338,no,362,yes,no,
9339,no,427,yes,yes,
9340,no,556,yes,no,
9341,no,318,yes,no,
9342,no,-105,yes,no,
9343,no,-538,no,yes,
9344,no,2784,yes,no,
9345,no,920,yes,yes,
9346,no,627,yes,no,
9347,no,244,yes,no,
9348,no,0,yes,yes,
9349,yes,-34,yes,no,
9350,no,6,yes,no,
9351,no,174,no,yes,
9352,no,36,yes,no,
9353,no,-208,yes,no,
9354,no,1412,yes,yes,
9355,no,75,yes,no,
9356,no,2593,no,no,
9357,no,-259,yes,no,
9358,no,0,yes,no,
9359,no,1432,yes,yes,
9360,no,906,yes,no,
9361,no,169,yes,no,
9362,no,-245,yes,no,
9363,no,914,yes,no,
9364,no,15,yes,no,
9365,no,10865,yes,no,
9366,no,-932,no,no,
9367,no,77,yes,no,
9368,no,1183,yes,no,
9369,no,0,no,no,
9370,no,100,yes,yes,
9371,no,349,yes,no,
9372,no,424,yes,no,
9373,no,-1148,yes,yes,
9374,no,-297,yes,no,
9375,no,-476,yes,no,
9376,no,1657,yes,no,
9377,no,231,yes,no,
9378,no,2278,yes,no,
9379,no,2597,yes,no,
9380,no,3620,yes,no,
9381,no,318,yes,no,
9382,no,1598,yes,yes,
9383,no,2615,yes,no,
9384,no,-127,yes,no,
9385,no,2005,yes,no,
9386,no,3809,yes,no,
9387,no,122,no,no,
9388,no,-701,yes,no,
9389,no,5172,yes,no,
9390,no,106,yes,no,
9391,no,10065,no,no,
9392,no,199,yes,no,
9393,no,260,yes,no,
9394,no,-274,no,yes,
9395,no,-247,yes,no,
9396,no,-154,yes,yes,
9397,no,4513,yes,no,
9398,no,8326,yes,no,
9399,no,-435,yes,no,
9400,no,0,no,no,
9401,no,1072,yes,no,
9402,no,0,no,no,
9403,no,2849,yes,no,
9404,no,100,yes,yes,
9405,yes,-71,yes,no,
9406,no,206,yes,yes,
9407,no,-732,yes,yes,
9408,no,877,yes,no,
9409,no,292,yes,no,
9410,no,392,yes,no,
9411,no,139,no,yes,
9412,no,-218,yes,no,
9413,no,350,yes,no,
9414,no,657,yes,yes,
9415,yes,-770,yes,no,
9416,no,-54,yes,no,
9417,no,175,yes,no,
9418,no,0,yes,yes,
9419,no,0,yes,yes,
9420,no,326,yes,no,
9421,no,1123,no,yes,
9422,no,4681,yes,no,
9423,no,115,yes,yes,
9424,no,181,yes,no,
9425,no,-473,yes,no,
9426,no,49,no,no,
9427,no,-303,yes,no,
9428,no,1615,yes,no,
9429,no,1066,yes,no,
9430,no,1973,yes,no,
9431,no,-175,yes,yes,
9432,no,1964,no,yes,
9433,no,61,yes,no,
9434,no,314,no,no,
9435,no,5766,yes,yes,
9436,no,-59,yes,no,
9437,no,449,yes,yes,
9438,no,82,no,no,
9439,no,311,yes,yes,
9440,no,719,yes,no,
9441,no,35,yes,no,
9442,no,2570,no,no,
9443,no,1427,yes,no,
9444,no,5222,yes,no,
9445,no,2751,yes,no,
9446,no,0,yes,no,
9447,no,3002,yes,no,
9448,no,598,yes,no,
9449,no,363,yes,no,
9450,no,18,yes,yes,
9451,no,-262,no,no,
9452,no,68,yes,no,
9453,no,43,yes,yes,
9454,no,1227,yes,yes,
9455,no,16232,no,no,
9456,no,-230,yes,yes,
9457,no,265,yes,no,
9458,no,-255,yes,yes,
9459,no,9779,yes,yes,
9460,no,-345,yes,no,
9461,no,-752,yes,no,
9462,no,6840,yes,no,
9463,no,3004,no,no,
9464,no,2083,yes,no,
9465,no,2451,yes,no,
9466,no,577,yes,no,
9467,no,668,yes,no,
9468,no,851,yes,no,
9469,no,849,yes,no,
9470,no,1489,yes,no,
9471,no,280,yes,yes,
9472,no,0,yes,no,
9473,no,0,yes,no,
9474,no,55,no,no,
9475,no,535,yes,yes,
9476,no,-241,yes,no,
9477,no,-254,yes,yes,
9478,no,-184,yes,yes,
9479,no,1692,yes,yes,
9480,no,-196,yes,no,
9481,no,317,yes,yes,
9482,no,802,yes,no,
9483,no,755,yes,no,
9484,no,420,yes,no,
9485,no,1386,yes,no,
9486,no,-170,yes,no,
9487,no,-454,yes,yes,
9488,no,162,yes,no,
9489,no,442,yes,no,
9490,no,1996,yes,yes,
9491,no,-679,yes,yes,
9492,no,-839,yes,no,
9493,no,8594,yes,no,
9494,no,2921,yes,no,
9495,no,419,yes,no,
9496,no,311,yes,no,
9497,no,214,yes,no,
9498,no,4590,yes,no,
9499,no,1214,no,no,
9500,yes,-463,yes,no,
9501,no,605,yes,no,
9502,no,-403,yes,no,
9503,no,110,yes,no,
9504,no,779,yes,no,
9505,no,579,yes,no,
9506,no,0,yes,no,
9507,no,0,no,no,
9508,no,412,no,no,
9509,no,15,yes,no,
9510,no,1611,yes,no,
9511,no,-15,yes,no,
9512,no,45,no,no,
9513,no,-136,yes,no,
9514,no,1849,yes,no,
9515,no,1453,yes,no,
9516,no,1450,yes,no,
9517,no,525,yes,yes,
9518,no,284,yes,no,
9519,no,54,yes,no,
9520,no,-108,yes,no,
9521,no,298,yes,no,
9522,no,-365,yes,no,
9523,no,-1,yes,no,
9524,no,1101,yes,yes,
9525,no,133,yes,no,
9526,no,855,no,no,
9527,no,2430,yes,no,
9528,no,169,yes,no,
9529,no,933,yes,no,
9530,no,2364,yes,no,
9531,no,728,yes,yes,
9532,no,1468,yes,no,
9533,no,214,yes,no,
9534,no,391,yes,yes,
9535,no,1865,yes,no,
9536,no,448,yes,no,
9537,no,-130,yes,no,
9538,no,1150,yes,no,
9539,no,-363,yes,yes,
9540,no,1820,yes,no,
9541,no,2862,yes,no,
9542,no,4050,yes,no,
9543,yes,-279,yes,no,
9544,no,1388,yes,no,
9545,no,-478,yes,no,
9546,no,-103,yes,no,
9547,no,-443,yes,no,
9548,no,101,yes,no,
9549,no,2262,yes,no,
9550,no,54,yes,no,
9551,no,0,yes,no,
9552,no,50,no,no,
9553,no,40,yes,no,
9554,no,308,yes,no,
9555,no,21,yes,no,
9556,no,1966,yes,no,
9557,no,1,no,no,
9558,no,1857,yes,no,
9559,no,-648,yes,no,
9560,no,168,yes,no,
9561,no,876,yes,no,
9562,no,80,yes,no,
9563,no,-286,yes,no,
9564,no,-619,yes,no,
9565,no,-137,yes,yes,
9566,no,115,yes,no,
9567,no,58,yes,no,
9568,no,1401,yes,no,
9569,no,55,yes,yes,
9570,no,1333,yes,yes,
9571,no,-90,yes,no,
9572,no,3791,yes,no,
9573,no,490,yes,no,
9574,no,480,yes,no,
9575,no,228,yes,no,
9576,no,-320,yes,no,
9577,no,3672,yes,yes,
9578,no,-160,yes,no,
9579,no,207,yes,no,
9580,no,916,yes,no,
9581,no,3298,yes,no,
9582,no,1182,yes,no,
9583,no,1203,yes,yes,
9584,no,72,yes,yes,
9585,no,1171,yes,no,
9586,no,36,yes,no,
9587,no,1242,yes,no,
9588,no,-20,no,no,
9589,no,310,yes,no,
9590,no,970,yes,no,
9591,no,194,yes,no,
9592,no,6307,yes,no,
9593,no,514,yes,no,
9594,no,-164,yes,no,
9595,no,1566,no,no,
9596,no,-905,yes,no,
9597,no,6,yes,no,
9598,no,674,yes,yes,
9599,no,230,yes,no,
9600,no,715,yes,no,
9601,no,-1310,yes,yes,
9602,no,1731,yes,yes,
9603,no,150,yes,no,
9604,no,288,yes,no,
9605,no,-158,yes,no,
9606,no,511,yes,yes,
9607,no,1686,yes,no,
9608,no,5980,yes,no,
9609,no,292,yes,no,
9610,no,665,yes,no,
9611,no,396,yes,no,
9612,no,570,yes,no,
9613,no,-541,yes,yes,
9614,no,17,no,no,
9615,no,16173,yes,no,
9616,no,894,yes,no,
9617,yes,-397,yes,no,
9618,no,231,yes,no,
9619,no,281,yes,no,
9620,no,112,yes,yes,
9621,no,53,yes,yes,
9622,no,677,yes,no,
9623,no,294,yes,no,
9624,no,1624,yes,yes,
9625,no,449,yes,no,
9626,no,1069,no,no,
9627,no,8298,yes,yes,
9628,no,1577,yes,yes,
9629,no,-579,yes,yes,
9630,no,59,yes,no,
9631,no,12,yes,no,
9632,no,1815,yes,no,
9633,no,4307,yes,no,
9634,no,638,yes,yes,
9635,no,-526,yes,no,
9636,no,294,yes,yes,
9637,no,2954,yes,no,
9638,no,578,yes,no,
9639,no,811,yes,no,
9640,no,7063,yes,no,
9641,no,5288,yes,no,
9642,no,580,yes,no,
9643,no,384,no,no,
9644,no,61,yes,no,
9645,no,642,yes,no,
9646,no,79,yes,no,
9647,no,586,yes,no,
9648,no,61,yes,yes,
9649,no,3217,yes,no,
9650,no,1020,yes,no,
9651,no,-317,yes,no,
9652,no,-22,yes,no,
9653,no,158,yes,no,
9654,no,-327,yes,no,
9655,no,218,yes,yes,
9656,no,183,yes,yes,
9657,no,1129,yes,no,
9658,no,554,yes,no,
9659,no,57,no,no,
9660,no,-240,no,yes,
9661,no,11417,yes,no,
9662,no,-171,yes,no,
9663,no,-449,yes,no,
9664,no,228,yes,no,
9665,no,-53,yes,no,
9666,no,175,no,no,
9667,no,1196,yes,yes,
9668,no,419,yes,no,
9669,no,2692,no,no,
9670,no,2835,yes,no,
9671,no,-779,yes,no,
9672,no,26,yes,no,
9673,no,-112,yes,no,
9674,no,854,yes,no,
9675,no,3636,no,no,
9676,no,9636,yes,no,
9677,no,446,yes,no,
9678,no,59,yes,no,
9679,no,1621,yes,no,
9680,no,0,yes,no,
9681,no,-299,yes,no,
9682,no,70,yes,no,
9683,yes,7,no,no,
9684,no,-366,yes,no,
9685,no,-518,yes,yes,
9686,no,490,yes,no,
9687,no,714,yes,no,
9688,no,3529,yes,no,
9689,no,98,yes,no,
9690,no,0,yes,yes,
9691,no,529,yes,no,
9692,no,397,yes,no,
9693,no,557,yes,no,
9694,no,314,yes,no,
9695,no,1636,yes,no,
9696,no,1502,yes,no,
9697,yes,-1655,yes,no,
9698,no,428,no,no,
9699,no,7304,yes,no,
9700,no,1536,yes,no,
9701,no,1246,no,no,
9702,no,344,yes,yes,
9703,no,271,yes,no,
9704,no,293,yes,no,
9705,no,562,yes,no,
9706,no,302,no,no,
9707,no,-568,yes,yes,
9708,no,479,yes,no,
9709,no,1336,yes,no,
9710,no,1058,yes,no,
9711,no,839,yes,no,
9712,no,22008,yes,no,
9713,no,-73,yes,no,
9714,no,-65,yes,no,
9715,no,407,yes,no,
9716,no,490,yes,no,
9717,no,156,yes,yes,
9718,no,655,no,no,
9719,yes,-504,yes,no,
9720,no,279,yes,no,
9721,yes,-310,yes,no,
9722,no,-314,yes,no,
9723,no,-233,yes,no,
9724,no,327,yes,no,
9725,no,1103,yes,no,
9726,no,373,yes,no,
9727,no,-312,yes,no,
9728,no,2193,yes,yes,
9729,no,24,yes,no,
9730,no,105,yes,yes,
9731,no,0,yes,yes,
9732,no,330,yes,no,
9733,no,284,yes,yes,
9734,no,445,yes,no,
9735,no,172,yes,no,
9736,no,1995,yes,no,
9737,no,771,yes,no,
9738,no,393,yes,no,
9739,no,-421,yes,yes,
9740,no,99,yes,no,
9741,no,-480,no,no,
9742,no,10,no,yes,
9743,no,8089,yes,no,
9744,no,73,yes,no,
9745,no,134,yes,no,
9746,no,5605,yes,no,
9747,no,3331,yes,no,
9748,no,5214,yes,no,
9749,no,-245,yes,yes,
9750,no,-89,yes,no,
9751,no,170,yes,no,
9752,no,1417,yes,no,
9753,no,4264,yes,no,
9754,no,949,yes,no,
9755,no,242,yes,yes,
9756,no,-258,yes,no,
9757,no,105,yes,no,
9758,no,1280,yes,no,
9759,no,504,yes,no,
9760,no,-160,yes,no,
9761,no,1306,yes,no,
9762,no,3254,yes,no,
9763,no,419,yes,no,
9764,no,-58,yes,yes,
9765,no,2926,yes,no,
9766,no,-61,no,no,
9767,no,22,no,no,
9768,no,-36,yes,yes,
9769,no,137,no,no,
9770,no,2428,yes,no,
9771,no,100,no,no,
9772,no,24,yes,no,
9773,no,2030,yes,no,
9774,no,0,yes,no,
9775,no,-409,yes,no,
9776,no,855,yes,no,
9777,no,614,yes,no,
9778,no,3,yes,no,
9779,no,648,yes,no,
9780,no,935,yes,no,
9781,no,695,yes,no,
9782,no,73,yes,no,
9783,no,1039,yes,no,
9784,no,-304,yes,no,
9785,no,241,yes,no,
9786,no,133,yes,no,
9787,no,1328,yes,no,
9788,no,0,yes,no,
9789,no,-288,yes,no,
9790,no,3443,yes,no,
9791,no,415,yes,yes,
9792,no,255,no,no,
9793,no,6,yes,no,
9794,no,-284,yes,no,
9795,no,305,yes,no,
9796,no,81,yes,no,
9797,no,2607,yes,no,
9798,no,201,yes,no,
9799,no,265,yes,no,
9800,no,625,yes,no,
9801,no,1134,yes,no,
9802,no,327,yes,no,
9803,no,-1350,yes,yes,
9804,no,3198,yes,no,
9805,no,2176,yes,no,
9806,no,-310,yes,yes,
9807,no,692,yes,no,
9808,no,4366,yes,no,
9809,no,35,yes,no,
9810,no,442,no,no,
9811,no,44,no,no,
9812,no,0,yes,no,
9813,no,223,yes,no,
9814,no,92,yes,no,
9815,no,-971,yes,yes,
9816,no,1307,yes,no,
9817,no,179,yes,no,
9818,no,1117,yes,no,
9819,no,-461,yes,no,
9820,no,5883,yes,no,
9821,no,-342,yes,no,
9822,no,1385,yes,no,
9823,no,-211,yes,yes,
9824,no,2612,yes,no,
9825,no,124,yes,no,
9826,yes,-675,yes,no,
9827,no,3104,yes,no,
9828,no,398,yes,no,
9829,no,77,yes,yes,
9830,no,2706,yes,no,
9831,no,192,yes,no,
9832,no,957,yes,no,
9833,no,593,yes,no,
9834,no,1493,yes,no,
9835,no,0,yes,no,
9836,no,51,yes,no,
9837,no,-938,yes,no,
9838,no,457,yes,yes,
9839,yes,337,yes,no,
9840,no,1531,yes,no,
9841,no,33,yes,no,
9842,no,0,yes,no,
9843,no,5336,no,no,
9844,yes,947,yes,no,
9845,no,2,no,no,
9846,no,935,yes,yes,
9847,no,731,yes,no,
9848,no,-1,no,no,
9849,no,419,yes,yes,
9850,no,22171,yes,no,
9851,no,-33,yes,no,
9852,no,-140,yes,no,
9853,no,439,no,no,
9854,no,-598,yes,no,
9855,no,261,yes,no,
9856,no,-160,yes,no,
9857,no,322,yes,no,
9858,no,1025,yes,no,
9859,yes,-931,yes,no,
9860,no,-107,yes,no,
9861,no,481,yes,no,
9862,no,-516,yes,no,
9863,no,610,yes,no,
9864,no,579,yes,no,
9865,no,225,yes,no,
9866,no,1780,yes,no,
9867,no,803,yes,no,
9868,yes,-347,yes,yes,
9869,no,1238,yes,no,
9870,no,992,yes,yes,
9871,yes,0,yes,yes,
9872,no,489,no,no,
9873,no,-717,yes,no,
9874,no,3955,yes,no,
9875,no,667,yes,no,
9876,no,325,yes,no,
9877,no,3538,yes,no,
9878,no,192,yes,no,
9879,no,2166,yes,no,
9880,no,-384,yes,no,
9881,no,1377,yes,no,
9882,no,50,no,no,
9883,yes,-354,yes,yes,
9884,no,606,yes,no,
9885,no,120,yes,no,
9886,no,-357,yes,yes,
9887,no,194,yes,no,
9888,no,-378,yes,no,
9889,no,931,yes,no,
9890,no,1210,yes,yes,
9891,no,329,yes,no,
9892,no,355,yes,yes,
9893,no,25,yes,no,
9894,no,739,yes,yes,
9895,no,758,yes,no,
9896,no,542,no,no,
9897,no,740,yes,no,
9898,no,476,yes,no,
9899,no,3753,yes,no,
9900,no,1386,yes,yes,
9901,no,335,yes,no,
9902,no,882,yes,yes,
9903,no,-659,yes,yes,
9904,no,-428,yes,no,
9905,no,119,yes,no,
9906,no,245,yes,no,
9907,no,519,yes,no,
9908,no,300,yes,yes,
9909,no,91,no,yes,
9910,no,-496,yes,no,
9911,no,-187,yes,no,
9912,no,219,yes,yes,
9913,no,571,yes,yes,
9914,no,-495,yes,no,
9915,no,11269,no,no,
9916,no,2,yes,no,
9917,no,3557,yes,no,
9918,no,34,yes,yes,
9919,no,181,yes,no,
9920,no,943,yes,no,
9921,no,1020,yes,no,
9922,no,250,yes,no,
9923,no,724,yes,no,
9924,no,4243,yes,no,
9925,no,48,yes,yes,
9926,no,0,yes,yes,
9927,no,1004,yes,no,
9928,no,1328,yes,no,
9929,no,2508,yes,no,
9930,no,1919,yes,no,
9931,no,130,yes,no,
9932,no,485,yes,no,
9933,no,179,yes,no,
9934,no,615,yes,no,
9935,no,2571,yes,no,
9936,no,-111,yes,no,
9937,no,-106,yes,no,
9938,no,31,no,no,
9939,no,84,yes,no,
9940,no,0,yes,yes,
9941,no,3181,yes,no,
9942,no,748,no,no,
9943,no,1314,yes,no,
9944,no,0,yes,no,
9945,no,3083,yes,no,
9946,no,1903,yes,no,
9947,no,-4,yes,yes,
9948,no,813,yes,no,
9949,no,192,yes,yes,
9950,no,6998,yes,no,
9951,yes,1,yes,yes,
9952,no,3935,yes,no,
9953,no,630,yes,no,
9954,no,1993,no,no,
9955,no,130,yes,no,
9956,no,327,yes,no,
9957,no,1016,yes,no,
9958,no,559,yes,no,
9959,no,404,yes,no,
9960,no,283,yes,yes,
9961,no,2041,yes,yes,
9962,no,394,yes,no,
9963,no,34,yes,no,
9964,no,72,yes,no,
9965,no,1308,yes,no,
9966,no,2895,yes,no,
9967,no,193,yes,no,
9968,no,75,yes,no,
9969,no,3279,yes,no,
9970,no,1938,no,no,
9971,no,0,no,no,
9972,no,-690,yes,yes,
9973,no,1119,no,no,
9974,no,623,yes,yes,
9975,no,426,yes,no,
9976,no,310,yes,no,
9977,no,262,yes,no,
9978,no,44,no,no,
9979,no,2081,yes,no,
9980,no,5172,yes,no,
9981,no,2486,yes,no,
9982,no,1423,yes,no,
9983,no,36,yes,no,
9984,no,224,yes,no,
9985,no,1541,yes,no,
9986,no,1598,yes,no,
9987,no,77,yes,no,
9988,no,1242,yes,no,
9989,no,1533,no,no,
9990,no,1939,yes,no,
9991,no,2237,yes,no,
9992,no,32948,no,no,
9993,no,765,yes,no,
9994,no,1403,yes,no,
9995,no,451,yes,no,
9996,no,6174,yes,yes,
9997,no,984,yes,no,
9998,no,1910,yes,no,
9999,no,72,no,no,
10000,no,249,yes,no,
10001,no,-972,yes,no,
10002,no,-939,yes,no,
10003,no,436,yes,no,
10004,no,451,yes,yes,
10005,no,11953,yes,yes,
10006,no,3672,yes,no,
10007,no,176,no,no,
10008,no,0,no,no,
10009,no,0,yes,no,
10010,no,1504,yes,no,
10011,no,722,yes,no,
10012,no,1269,yes,no,
10013,no,118,no,no,
10014,no,1017,yes,no,
10015,no,551,no,no,
10016,no,0,yes,no,
10017,no,209,no,no,
10018,no,841,yes,no,
10019,no,1099,no,no,
10020,no,505,yes,yes,
10021,no,0,yes,no,
10022,no,-178,yes,yes,
10023,no,538,yes,no,
10024,no,2523,yes,no,
10025,no,744,yes,no,
10026,no,-488,yes,no,
10027,no,3354,yes,no,
10028,no,187,yes,no,
10029,no,832,yes,yes,
10030,no,2079,yes,yes,
10031,no,1301,yes,no,
10032,no,77,yes,no,
10033,no,1072,no,yes,
10034,no,15578,yes,no,
10035,no,809,yes,yes,
10036,no,13761,yes,no,
10037,no,790,yes,no,
10038,no,4497,yes,no,
10039,no,-456,yes,no,
10040,no,1749,yes,no,
10041,no,537,no,no,
10042,no,1474,yes,yes,
10043,no,1545,yes,no,
10044,no,776,yes,no,
10045,no,1286,yes,yes,
10046,no,285,yes,yes,
10047,yes,-1489,yes,yes,
10048,no,806,yes,no,
10049,no,297,yes,no,
10050,no,340,yes,no,
10051,no,130,yes,no,
10052,no,1307,yes,no,
10053,no,6491,yes,no,
10054,no,2137,no,no,
10055,no,611,yes,no,
10056,no,2402,yes,no,
10057,no,2608,yes,no,
10058,no,285,yes,yes,
10059,no,59,yes,no,
10060,no,1052,yes,no,
10061,no,1177,yes,no,
10062,no,689,yes,no,
10063,no,351,yes,yes,
10064,no,-388,yes,no,
10065,no,22755,yes,no,
10066,yes,-625,yes,no,
10067,no,1270,yes,no,
10068,no,699,yes,no,
10069,no,0,yes,yes,
10070,no,10287,yes,no,
10071,no,0,yes,yes,
